objectid,candidate_id,time_mjd,t_days,band,mag
,9994_38,61405.57683395437,0.27686935663223267,g,16.741695404052734
,9994_39,61405.57683395437,0.27686935663223267,r,17.131635665893555
,9994_40,61405.57683395437,0.27686935663223267,i,17.452238082885742
,9994_41,61405.57683395437,0.27686935663223267,z,17.720401763916016
,9994_42,61405.57683395437,0.27686935663223267,y,17.90519905090332
,9994_43,61405.59325393132,0.29328933358192444,u,16.20465087890625
,9994_44,61405.59325393132,0.29328933358192444,g,16.743383407592773
,9994_45,61405.59325393132,0.29328933358192444,r,17.145511627197266
,9994_46,61405.59325393132,0.29328933358192444,i,17.485816955566406
,9994_47,61405.59325393132,0.29328933358192444,z,17.730796813964844
,9994_48,61405.59325393132,0.29328933358192444,y,17.96083641052246
,9994_49,61405.61064772896,0.31068313121795654,u,16.162975311279297
,9994_50,61405.61064772896,0.31068313121795654,g,16.72830581665039
,9994_51,61405.61064772896,0.31068313121795654,r,17.122194290161133
,9994_52,61405.61064772896,0.31068313121795654,i,17.472179412841797
,9994_53,61405.61064772896,0.31068313121795654,z,17.726057052612305
,9994_54,61405.61064772896,0.31068313121795654,y,17.925579071044922
,9994_55,61405.62907310418,0.32910850644111633,u,16.074769973754883
,9994_56,61405.62907310418,0.32910850644111633,g,16.691484451293945
,9994_57,61405.62907310418,0.32910850644111633,r,17.06978988647461
,9994_58,61405.62907310418,0.32910850644111633,i,17.458980560302734
,9994_59,61405.62907310418,0.32910850644111633,z,17.6848201751709
,9994_60,61405.62907310418,0.32910850644111633,y,17.87421417236328
,9994_61,61405.64859124116,0.34862664341926575,u,16.002519607543945
,9994_62,61405.64859124116,0.34862664341926575,g,16.631441116333008
,9994_63,61405.64859124116,0.34862664341926575,r,17.041494369506836
,9994_64,61405.64859124116,0.34862664341926575,i,17.4064998626709
,9994_65,61405.64859124116,0.34862664341926575,z,17.662790298461914
,9994_66,61405.64859124116,0.34862664341926575,y,17.817890167236328
,9994_67,61405.66926687054,0.36930227279663086,u,15.93060302734375
,9994_68,61405.66926687054,0.36930227279663086,g,16.559181213378906
,9994_69,61405.66926687054,0.36930227279663086,r,16.984769821166992
,9994_70,61405.66926687054,0.36930227279663086,i,17.338693618774414
,9994_71,61405.66926687054,0.36930227279663086,z,17.587926864624023
,9994_72,61405.66926687054,0.36930227279663086,y,17.751056671142578
,9994_73,61405.69116871647,0.3912041187286377,u,15.861642837524414
,9994_74,61405.69116871647,0.3912041187286377,g,16.482439041137695
,9994_75,61405.69116871647,0.3912041187286377,r,16.927701950073242
,9994_76,61405.69116871647,0.3912041187286377,i,17.266319274902344
,9994_77,61405.69116871647,0.3912041187286377,z,17.50444221496582
,9994_78,61405.69116871647,0.3912041187286377,y,17.67821502685547
,9994_79,61405.71436943702,0.41440483927726746,u,15.807769775390625
,9994_80,61405.71436943702,0.41440483927726746,g,16.404428482055664
,9994_81,61405.71436943702,0.41440483927726746,r,16.85856056213379
,9994_82,61405.71436943702,0.41440483927726746,i,17.2002010345459
,9994_83,61405.71436943702,0.41440483927726746,z,17.43389892578125
,9994_84,61405.71436943702,0.41440483927726746,y,17.61859130859375
,9994_85,61405.73894616059,0.4389815628528595,u,15.777833938598633
,9994_86,61405.73894616059,0.4389815628528595,g,16.32904052734375
,9994_87,61405.73894616059,0.4389815628528595,r,16.768447875976562
,9994_88,61405.73894616059,0.4389815628528595,i,17.131412506103516
,9994_89,61405.73894616059,0.4389815628528595,z,17.343814849853516
,9994_90,61405.73894616059,0.4389815628528595,y,17.51802635192871
,9994_91,61405.76498039655,0.46501579880714417,u,15.76890754699707
,9994_92,61405.76498039655,0.46501579880714417,g,16.257305145263672
,9994_93,61405.76498039655,0.46501579880714417,r,16.692058563232422
,9994_94,61405.76498039655,0.46501579880714417,i,17.034624099731445
,9994_95,61405.76498039655,0.46501579880714417,z,17.254798889160156
,9994_96,61405.76498039655,0.46501579880714417,y,17.413436889648438
,9994_97,61405.79255860142,0.49259400367736816,u,15.776508331298828
,9994_98,61405.79255860142,0.49259400367736816,g,16.19497299194336
,9994_99,61405.79255860142,0.49259400367736816,r,16.61679458618164
,9994_100,61405.79255860142,0.49259400367736816,i,16.9656925201416
,9994_101,61405.79255860142,0.49259400367736816,z,17.14921760559082
,9994_102,61405.79255860142,0.49259400367736816,y,17.313501358032227
,9994_103,61405.82177238754,0.5218077898025513,u,15.789125442504883
,9994_104,61405.82177238754,0.5218077898025513,g,16.15650177001953
,9994_105,61405.82177238754,0.5218077898025513,r,16.54216957092285
,9994_106,61405.82177238754,0.5218077898025513,i,16.888521194458008
,9994_107,61405.82177238754,0.5218077898025513,z,17.089879989624023
,9994_108,61405.82177238754,0.5218077898025513,y,17.21625518798828
,9994_109,61405.85271870188,0.5527541041374207,u,15.82933235168457
,9994_110,61405.85271870188,0.5527541041374207,g,16.125259399414062
,9994_111,61405.85271870188,0.5527541041374207,r,16.48512077331543
,9994_112,61405.85271870188,0.5527541041374207,i,16.82603645324707
,9994_113,61405.85271870188,0.5527541041374207,z,17.019813537597656
,9994_114,61405.85271870188,0.5527541041374207,y,17.146045684814453
,9994_115,61405.885500362434,0.5855357646942139,u,15.882366180419922
,9994_116,61405.885500362434,0.5855357646942139,g,16.099929809570312
,9994_117,61405.885500362434,0.5855357646942139,r,16.450435638427734
,9994_118,61405.885500362434,0.5855357646942139,i,16.76667022705078
,9994_119,61405.885500362434,0.5855357646942139,z,16.927669525146484
,9994_120,61405.885500362434,0.5855357646942139,y,17.068063735961914
,9994_121,61405.920226088085,0.6202614903450012,u,15.963972091674805
,9994_122,61405.920226088085,0.6202614903450012,g,16.107406616210938
,9994_123,61405.920226088085,0.6202614903450012,r,16.426326751708984
,9994_124,61405.920226088085,0.6202614903450012,i,16.729820251464844
,9994_125,61405.920226088085,0.6202614903450012,z,16.883180618286133
,9994_126,61405.920226088085,0.6202614903450012,y,16.99927520751953
,9994_127,61405.95701133303,0.6570467352867126,u,16.044309616088867
,9994_128,61405.95701133303,0.6570467352867126,g,16.132802963256836
,9994_129,61405.95701133303,0.6570467352867126,r,16.44098472595215
,9994_130,61405.95701133303,0.6570467352867126,i,16.715076446533203
,9994_131,61405.95701133303,0.6570467352867126,z,16.860721588134766
,9994_132,61405.95701133303,0.6570467352867126,y,16.949674606323242
,9994_133,61405.99597816757,0.6960135698318481,u,16.153467178344727
,9994_134,61405.99597816757,0.6960135698318481,g,16.158952713012695
,9994_135,61405.99597816757,0.6960135698318481,r,16.467411041259766
,9994_136,61405.99597816757,0.6960135698318481,i,16.707656860351562
,9994_137,61405.99597816757,0.6960135698318481,z,16.843774795532227
,9994_138,61405.99597816757,0.6960135698318481,y,16.926786422729492
,9994_139,61406.037255874195,0.7372912764549255,u,16.26287269592285
,9994_140,61406.037255874195,0.7372912764549255,g,16.193418502807617
,9994_141,61406.037255874195,0.7372912764549255,r,16.48054313659668
,9994_142,61406.037255874195,0.7372912764549255,i,16.709068298339844
,9994_143,61406.037255874195,0.7372912764549255,z,16.838577270507812
,9994_144,61406.037255874195,0.7372912764549255,y,16.899072647094727
,9994_145,61406.08098166279,0.7810170650482178,u,16.382530212402344
,9994_146,61406.08098166279,0.7810170650482178,g,16.26723289489746
,9994_147,61406.08098166279,0.7810170650482178,r,16.49080467224121
,9994_148,61406.08098166279,0.7810170650482178,i,16.715343475341797
,9994_149,61406.08098166279,0.7810170650482178,z,16.855133056640625
,9994_150,61406.08098166279,0.7810170650482178,y,16.901742935180664
,9994_151,61406.12730067066,0.8273360729217529,u,16.530244827270508
,9994_152,61406.12730067066,0.8273360729217529,g,16.36220932006836
,9994_153,61406.12730067066,0.8273360729217529,r,16.541378021240234
,9994_154,61406.12730067066,0.8273360729217529,i,16.7247371673584
,9994_155,61406.12730067066,0.8273360729217529,z,16.868179321289062
,9994_156,61406.12730067066,0.8273360729217529,y,16.887914657592773
,9994_157,61406.1763666778,0.8764020800590515,u,16.65100860595703
,9994_158,61406.1763666778,0.8764020800590515,g,16.480693817138672
,9994_159,61406.1763666778,0.8764020800590515,r,16.6087646484375
,9994_160,61406.1763666778,0.8764020800590515,i,16.74030113220215
,9994_161,61406.1763666778,0.8764020800590515,z,16.897619247436523
,9994_162,61406.1763666778,0.8764020800590515,y,16.90032196044922
,9994_163,61406.22834252409,0.9283779263496399,u,16.793134689331055
,9994_164,61406.22834252409,0.9283779263496399,g,16.6158390045166
,9994_165,61406.22834252409,0.9283779263496399,r,16.7103214263916
,9994_166,61406.22834252409,0.9283779263496399,i,16.764448165893555
,9994_167,61406.22834252409,0.9283779263496399,z,16.89944076538086
,9994_168,61406.22834252409,0.9283779263496399,y,16.91471290588379
,9994_169,61406.28340088419,0.9834362864494324,u,16.944826126098633
,9994_170,61406.28340088419,0.9834362864494324,g,16.770448684692383
,9994_171,61406.28340088419,0.9834362864494324,r,16.825706481933594
,9994_172,61406.28340088419,0.9834362864494324,i,16.801040649414062
,9994_173,61406.28340088419,0.9834362864494324,z,16.9493465423584
,9994_174,61406.28340088419,0.9834362864494324,y,16.953765869140625
,9994_175,61406.341724565544,1.041759967803955,u,17.111948013305664
,9994_176,61406.341724565544,1.041759967803955,g,16.939077377319336
,9994_177,61406.341724565544,1.041759967803955,r,16.948387145996094
,9994_178,61406.341724565544,1.041759967803955,i,16.859567642211914
,9994_179,61406.341724565544,1.041759967803955,z,16.991918563842773
,9994_180,61406.341724565544,1.041759967803955,y,16.98589515686035
,9994_181,61406.40350728325,1.103542685508728,u,17.324054718017578
,9994_182,61406.40350728325,1.103542685508728,g,17.114734649658203
,9994_183,61406.40350728325,1.103542685508728,r,17.095977783203125
,9994_184,61406.40350728325,1.103542685508728,i,16.921794891357422
,9994_185,61406.40350728325,1.103542685508728,z,17.042129516601562
,9994_186,61406.40350728325,1.103542685508728,y,17.04326820373535
,9994_187,61406.46895389847,1.1689893007278442,u,17.599199295043945
,9994_188,61406.46895389847,1.1689893007278442,g,17.288694381713867
,9994_189,61406.46895389847,1.1689893007278442,r,17.255870819091797
,9994_190,61406.46895389847,1.1689893007278442,i,17.00106430053711
,9994_191,61406.46895389847,1.1689893007278442,z,17.083890914916992
,9994_192,61406.46895389847,1.1689893007278442,y,17.079164505004883
,9994_193,61406.538281848945,1.2383172512054443,u,17.89020347595215
,9994_194,61406.538281848945,1.2383172512054443,g,17.482309341430664
,9994_195,61406.538281848945,1.2383172512054443,r,17.416812896728516
,9994_196,61406.538281848945,1.2383172512054443,i,17.082870483398438
,9994_197,61406.538281848945,1.2383172512054443,z,17.12766456604004
,9994_198,61406.538281848945,1.2383172512054443,y,17.108299255371094
,9994_199,61406.61172156624,1.31175696849823,u,18.243959426879883
,9994_200,61406.61172156624,1.31175696849823,g,17.672157287597656
,9994_201,61406.61172156624,1.31175696849823,r,17.602445602416992
,9994_202,61406.61172156624,1.31175696849823,i,17.1892147064209
,9994_203,61406.61172156624,1.31175696849823,z,17.18060302734375
,9994_204,61406.61172156624,1.31175696849823,y,17.14171600341797
,9994_205,61406.689516594924,1.3895519971847534,u,18.623435974121094
,9994_206,61406.689516594924,1.3895519971847534,g,17.878732681274414
,9994_207,61406.689516594924,1.3895519971847534,r,17.785093307495117
,9994_208,61406.689516594924,1.3895519971847534,i,17.29886817932129
,9994_209,61406.689516594924,1.3895519971847534,z,17.226207733154297
,9994_210,61406.689516594924,1.3895519971847534,y,17.18239974975586
,9994_211,61406.771925261535,1.4719606637954712,u,19.048078536987305
,9994_212,61406.771925261535,1.4719606637954712,g,18.07967185974121
,9994_213,61406.771925261535,1.4719606637954712,r,17.955381393432617
,9994_214,61406.771925261535,1.4719606637954712,i,17.39136505126953
,9994_215,61406.771925261535,1.4719606637954712,z,17.283342361450195
,9994_216,61406.771925261535,1.4719606637954712,y,17.203189849853516
,9994_217,61406.85922138981,1.5592567920684814,u,19.490650177001953
,9994_218,61406.85922138981,1.5592567920684814,g,18.28826904296875
,9994_219,61406.85922138981,1.5592567920684814,r,18.140689849853516
,9994_220,61406.85922138981,1.5592567920684814,i,17.535398483276367
,9994_221,61406.85922138981,1.5592567920684814,z,17.364070892333984
,9994_222,61406.85922138981,1.5592567920684814,y,17.26073455810547
,9994_223,61406.95169477753,1.6517301797866821,u,19.938934326171875
,9994_224,61406.95169477753,1.6517301797866821,g,18.49440574645996
,9994_225,61406.95169477753,1.6517301797866821,r,18.330623626708984
,9994_226,61406.95169477753,1.6517301797866821,i,17.69524383544922
,9994_227,61406.95169477753,1.6517301797866821,z,17.462947845458984
,9994_228,61406.95169477753,1.6517301797866821,y,17.33076286315918
,9994_229,61407.04965215019,1.7496875524520874,u,20.426223754882812
,9994_230,61407.04965215019,1.7496875524520874,g,18.68147850036621
,9994_231,61407.04965215019,1.7496875524520874,r,18.505718231201172
,9994_232,61407.04965215019,1.7496875524520874,i,17.855365753173828
,9994_233,61407.04965215019,1.7496875524520874,z,17.57174301147461
,9994_234,61407.04965215019,1.7496875524520874,y,17.43267250061035
,9994_235,61407.15341918758,1.85345458984375,u,20.870492935180664
,9994_236,61407.15341918758,1.85345458984375,g,18.855314254760742
,9994_237,61407.15341918758,1.85345458984375,r,18.652355194091797
,9994_238,61407.15341918758,1.85345458984375,i,18.01387596130371
,9994_239,61407.15341918758,1.85345458984375,z,17.68369483947754
,9994_240,61407.15341918758,1.85345458984375,y,17.535430908203125
,9994_241,61407.26334004692,1.963375449180603,u,21.324527740478516
,9994_242,61407.26334004692,1.963375449180603,g,19.016551971435547
,9994_243,61407.26334004692,1.963375449180603,r,18.768274307250977
,9994_244,61407.26334004692,1.963375449180603,i,18.15131950378418
,9994_245,61407.26334004692,1.963375449180603,z,17.79543685913086
,9994_246,61407.26334004692,1.963375449180603,y,17.65558433532715
,9994_247,61407.379779985466,2.07981538772583,u,21.759002685546875
,9994_248,61407.379779985466,2.07981538772583,g,19.171037673950195
,9994_249,61407.379779985466,2.07981538772583,r,18.862144470214844
,9994_250,61407.379779985466,2.07981538772583,i,18.275487899780273
,9994_251,61407.379779985466,2.07981538772583,z,17.898223876953125
,9994_252,61407.379779985466,2.07981538772583,y,17.776758193969727
,9994_253,61407.50312536053,2.2031607627868652,u,22.181480407714844
,9994_254,61407.50312536053,2.2031607627868652,g,19.35161590576172
,9994_255,61407.50312536053,2.2031607627868652,r,18.95302963256836
,9994_256,61407.50312536053,2.2031607627868652,i,18.379199981689453
,9994_257,61407.50312536053,2.2031607627868652,z,17.991655349731445
,9994_258,61407.50312536053,2.2031607627868652,y,17.897979736328125
,9994_259,61407.63378613285,2.3338215351104736,u,22.52347755432129
,9994_260,61407.63378613285,2.3338215351104736,g,19.483013153076172
,9994_261,61407.63378613285,2.3338215351104736,r,18.98002815246582
,9994_262,61407.63378613285,2.3338215351104736,i,18.399169921875
,9994_263,61407.63378613285,2.3338215351104736,z,18.05682945251465
,9994_264,61407.63378613285,2.3338215351104736,y,17.966415405273438
,9994_265,61407.77219574741,2.472231149673462,u,22.831867218017578
,9994_266,61407.77219574741,2.472231149673462,g,19.576749801635742
,9994_267,61407.77219574741,2.472231149673462,r,18.967058181762695
,9994_268,61407.77219574741,2.472231149673462,i,18.404911041259766
,9994_269,61407.77219574741,2.472231149673462,z,18.076961517333984
,9994_270,61407.77219574741,2.472231149673462,y,18.009540557861328
,9994_271,61407.918813875236,2.618849277496338,u,23.153589248657227
,9994_272,61407.918813875236,2.618849277496338,g,19.670677185058594
,9994_273,61407.918813875236,2.618849277496338,r,18.96096420288086
,9994_274,61407.918813875236,2.618849277496338,i,18.428571701049805
,9994_275,61407.918813875236,2.618849277496338,z,18.082626342773438
,9994_276,61407.918813875236,2.618849277496338,y,18.042652130126953
,9994_277,61408.07412736706,2.774162769317627,u,23.411481857299805
,9994_278,61408.07412736706,2.774162769317627,g,19.804553985595703
,9994_279,61408.07412736706,2.774162769317627,r,18.973819732666016
,9994_280,61408.07412736706,2.774162769317627,i,18.47694206237793
,9994_281,61408.07412736706,2.774162769317627,z,18.101280212402344
,9994_282,61408.07412736706,2.774162769317627,y,18.087369918823242
,9994_283,61408.238651683845,2.9386870861053467,u,23.7122802734375
,9994_284,61408.238651683845,2.9386870861053467,g,19.960851669311523
,9994_285,61408.238651683845,2.9386870861053467,r,19.027406692504883
,9994_286,61408.238651683845,2.9386870861053467,i,18.539674758911133
,9994_287,61408.238651683845,2.9386870861053467,z,18.12383460998535
,9994_288,61408.238651683845,2.9386870861053467,y,18.12621307373047
,9994_289,61408.4129335194,3.112968921661377,u,23.95539093017578
,9994_290,61408.4129335194,3.112968921661377,g,20.144290924072266
,9994_291,61408.4129335194,3.112968921661377,r,19.098636627197266
,9994_292,61408.4129335194,3.112968921661377,i,18.61756134033203
,9994_293,61408.4129335194,3.112968921661377,z,18.17134666442871
,9994_294,61408.4129335194,3.112968921661377,y,18.174097061157227
,9994_295,61408.59755103878,3.297586441040039,u,24.198959350585938
,9994_296,61408.59755103878,3.297586441040039,g,20.322742462158203
,9994_297,61408.59755103878,3.297586441040039,r,19.16167449951172
,9994_298,61408.59755103878,3.297586441040039,i,18.669918060302734
,9994_299,61408.59755103878,3.297586441040039,z,18.209732055664062
,9994_300,61408.59755103878,3.297586441040039,y,18.213970184326172
,9994_301,61408.793117931404,3.4931533336639404,u,24.514310836791992
,9994_302,61408.793117931404,3.4931533336639404,g,20.513687133789062
,9994_303,61408.793117931404,3.4931533336639404,r,19.246627807617188
,9994_304,61408.793117931404,3.4931533336639404,i,18.74270248413086
,9994_305,61408.793117931404,3.4931533336639404,z,18.258760452270508
,9994_306,61408.793117931404,3.4931533336639404,y,18.225996017456055
,9994_307,61409.00028269581,3.7003180980682373,u,24.802139282226562
,9994_308,61409.00028269581,3.7003180980682373,g,20.717601776123047
,9994_309,61409.00028269581,3.7003180980682373,r,19.359418869018555
,9994_310,61409.00028269581,3.7003180980682373,i,18.821046829223633
,9994_311,61409.00028269581,3.7003180980682373,z,18.3409481048584
,9994_312,61409.00028269581,3.7003180980682373,y,18.279516220092773
,9994_313,61409.21973364643,3.919769048690796,u,25.17818260192871
,9994_314,61409.21973364643,3.919769048690796,g,20.941381454467773
,9994_315,61409.21973364643,3.919769048690796,r,19.519969940185547
,9994_316,61409.21973364643,3.919769048690796,i,18.911359786987305
,9994_317,61409.21973364643,3.919769048690796,z,18.439987182617188
,9994_318,61409.21973364643,3.919769048690796,y,18.35443687438965
,9994_319,61409.45219962887,4.15223503112793,u,25.576379776000977
,9994_320,61409.45219962887,4.15223503112793,g,21.16241455078125
,9994_321,61409.45219962887,4.15223503112793,r,19.6840877532959
,9994_322,61409.45219962887,4.15223503112793,i,18.99843978881836
,9994_323,61409.45219962887,4.15223503112793,z,18.51889419555664
,9994_324,61409.45219962887,4.15223503112793,y,18.435890197753906
,9994_325,61409.698451688804,4.398487091064453,u,25.97811508178711
,9994_326,61409.698451688804,4.398487091064453,g,21.33464813232422
,9994_327,61409.698451688804,4.398487091064453,r,19.833080291748047
,9994_328,61409.698451688804,4.398487091064453,i,19.073856353759766
,9994_329,61409.698451688804,4.398487091064453,z,18.574951171875
,9994_330,61409.698451688804,4.398487091064453,y,18.47115707397461
,9994_331,61409.95930831722,4.659343719482422,u,26.469161987304688
,9994_332,61409.95930831722,4.659343719482422,g,21.537017822265625
,9994_333,61409.95930831722,4.659343719482422,r,19.99983024597168
,9994_334,61409.95930831722,4.659343719482422,i,19.149816513061523
,9994_335,61409.95930831722,4.659343719482422,z,18.65694808959961
,9994_336,61409.95930831722,4.659343719482422,y,18.499414443969727
,9994_337,61410.2356354504,4.935670852661133,u,27.135990142822266
,9994_338,61410.2356354504,4.935670852661133,g,21.785354614257812
,9994_339,61410.2356354504,4.935670852661133,r,20.1683349609375
,9994_340,61410.2356354504,4.935670852661133,i,19.23124122619629
,9994_341,61410.2356354504,4.935670852661133,z,18.730600357055664
,9994_342,61410.2356354504,4.935670852661133,y,18.537580490112305
,9994_343,61410.52835052303,5.228385925292969,u,27.691076278686523
,9994_344,61410.52835052303,5.228385925292969,g,21.97275161743164
,9994_345,61410.52835052303,5.228385925292969,r,20.303117752075195
,9994_346,61410.52835052303,5.228385925292969,i,19.309967041015625
,9994_347,61410.52835052303,5.228385925292969,z,18.79583168029785
,9994_348,61410.52835052303,5.228385925292969,y,18.540307998657227
,9994_349,61410.83842485241,5.5384602546691895,u,27.906320571899414
,9994_350,61410.83842485241,5.5384602546691895,g,22.11679458618164
,9994_351,61410.83842485241,5.5384602546691895,r,20.43160629272461
,9994_352,61410.83842485241,5.5384602546691895,i,19.429109573364258
,9994_353,61410.83842485241,5.5384602546691895,z,18.89376449584961
,9994_354,61410.83842485241,5.5384602546691895,y,18.566925048828125
,9994_355,61411.16688888363,5.866924285888672,u,28.365219116210938
,9994_356,61411.16688888363,5.866924285888672,g,22.38776206970215
,9994_357,61411.16688888363,5.866924285888672,r,20.582134246826172
,9994_358,61411.16688888363,5.866924285888672,i,19.56076431274414
,9994_359,61411.16688888363,5.866924285888672,z,19.007070541381836
,9994_360,61411.16688888363,5.866924285888672,y,18.631736755371094
,9994_361,61411.514832666435,6.214868068695068,u,28.84855079650879
,9994_362,61411.514832666435,6.214868068695068,g,22.65981674194336
,9994_363,61411.514832666435,6.214868068695068,r,20.75020980834961
,9994_364,61411.514832666435,6.214868068695068,i,19.673307418823242
,9994_365,61411.514832666435,6.214868068695068,z,19.14574432373047
,9994_366,61411.514832666435,6.214868068695068,y,18.743106842041016
,9994_367,61411.88341157726,6.583446979522705,u,29.307363510131836
,9994_368,61411.88341157726,6.583446979522705,g,22.948598861694336
,9994_369,61411.88341157726,6.583446979522705,r,20.903093338012695
,9994_370,61411.88341157726,6.583446979522705,i,19.821069717407227
,9994_371,61411.88341157726,6.583446979522705,z,19.301231384277344
,9994_372,61411.88341157726,6.583446979522705,y,18.89250946044922
,9994_373,61412.27384918026,6.973884582519531,u,29.839237213134766
,9994_374,61412.27384918026,6.973884582519531,g,23.283910751342773
,9994_375,61412.27384918026,6.973884582519531,r,21.09550666809082
,9994_376,61412.27384918026,6.973884582519531,i,19.97188377380371
,9994_377,61412.27384918026,6.973884582519531,z,19.467151641845703
,9994_378,61412.27384918026,6.973884582519531,y,19.057056427001953
,9994_379,61412.687442472496,7.387477874755859,g,23.583078384399414
,9994_380,61412.687442472496,7.387477874755859,r,21.31011199951172
,9994_381,61412.687442472496,7.387477874755859,i,20.098722457885742
,9994_382,61412.687442472496,7.387477874755859,z,19.591920852661133
,9994_383,61412.687442472496,7.387477874755859,y,19.15683937072754
,9994_384,61413.12556426815,7.825599670410156,g,23.908309936523438
,9994_385,61413.12556426815,7.825599670410156,r,21.519033432006836
,9994_386,61413.12556426815,7.825599670410156,i,20.23944664001465
,9994_387,61413.12556426815,7.825599670410156,z,19.72313690185547
,9994_388,61413.12556426815,7.825599670410156,y,19.23944664001465
,9994_389,61413.589668920555,8.289704322814941,g,24.228715896606445
,9994_390,61413.589668920555,8.289704322814941,r,21.77397918701172
,9994_391,61413.589668920555,8.289704322814941,i,20.387685775756836
,9994_392,61413.589668920555,8.289704322814941,z,19.857624053955078
,9994_393,61413.589668920555,8.289704322814941,y,19.381572723388672
,9994_394,61414.081297567405,8.781332969665527,g,24.568157196044922
,9994_395,61414.081297567405,8.781332969665527,r,22.058412551879883
,9994_396,61414.081297567405,8.781332969665527,i,20.608423233032227
,9994_397,61414.081297567405,8.781332969665527,z,20.021493911743164
,9994_398,61414.081297567405,8.781332969665527,y,19.582063674926758
,9994_399,61414.602083852806,9.302119255065918,g,24.970006942749023
,9994_400,61414.602083852806,9.302119255065918,r,22.388784408569336
,9994_401,61414.602083852806,9.302119255065918,i,20.8985595703125
,9994_402,61414.602083852806,9.302119255065918,z,20.226266860961914
,9994_403,61414.602083852806,9.302119255065918,y,19.794618606567383
,9994_404,61415.15375488094,9.853790283203125,g,25.504159927368164
,9994_405,61415.15375488094,9.853790283203125,r,22.80033302307129
,9994_406,61415.15375488094,9.853790283203125,i,21.21732521057129
,9994_407,61415.15375488094,9.853790283203125,z,20.438554763793945
,9994_408,61415.15375488094,9.853790283203125,y,19.965335845947266
,9994_409,61415.73814361385,10.438179016113281,g,26.166810989379883
,9994_410,61415.73814361385,10.438179016113281,r,23.253318786621094
,9994_411,61415.73814361385,10.438179016113281,i,21.627195358276367
,9994_412,61415.73814361385,10.438179016113281,z,20.745981216430664
,9994_413,61415.73814361385,10.438179016113281,y,20.200254440307617
,9994_414,61416.357189825096,11.057225227355957,g,26.869373321533203
,9994_415,61416.357189825096,11.057225227355957,r,23.734418869018555
,9994_416,61416.357189825096,11.057225227355957,i,22.098939895629883
,9994_417,61416.357189825096,11.057225227355957,z,21.100366592407227
,9994_418,61416.357189825096,11.057225227355957,y,20.48196029663086
,9994_419,61417.01295059017,11.71298599243164,g,27.77444839477539
,9994_420,61417.01295059017,11.71298599243164,r,24.321271896362305
,9994_421,61417.01295059017,11.71298599243164,i,22.63517189025879
,9994_422,61417.01295059017,11.71298599243164,z,21.47881317138672
,9994_423,61417.01295059017,11.71298599243164,y,20.838415145874023
,9994_424,61417.70760028652,12.407635688781738,g,28.826322555541992
,9994_425,61417.70760028652,12.407635688781738,r,24.996931076049805
,9994_426,61417.70760028652,12.407635688781738,i,23.083599090576172
,9994_427,61417.70760028652,12.407635688781738,z,21.87444496154785
,9994_428,61417.70760028652,12.407635688781738,y,21.177513122558594
